100 100
23 32 3
23 33 3
23 34 3
23 35 3
23 36 3
23 37 3
23 38 3
23 39 3
23 40 3
23 41 3
23 42 3
23 43 3
23 44 3
23 45 3
23 46 3
23 47 3
23 48 3
23 49 3
23 50 3
23 51 3
23 52 3
23 53 3
23 54 3
23 55 3
23 56 8
23 57 8
23 58 8
23 59 8
23 60 8
23 61 8
23 62 8
23 63 8
23 64 8
23 65 8
23 66 8
23 67 8
23 68 8
23 69 8
23 70 8
23 71 8
23 72 8
23 73 8
23 74 8
23 75 8
23 76 8
23 77 8
23 78 8
23 79 8
23 80 8
23 81 8
23 82 8
23 83 8
23 84 8
23 85 8
23 86 8
23 87 8
23 88 8
23 89 8
23 90 8
23 91 8
23 92 8
23 93 8
23 94 8
23 95 8
23 96 8
23 97 8
23 98 8
23 99 8
24 0 7
24 1 7
24 2 7
24 3 7
24 4 7
24 5 7
24 6 7
24 7 7
24 8 7
24 9 7
24 10 7
24 11 7
24 12 7
24 13 7
24 14 7
24 15 7
24 16 7
24 17 7
24 18 7
24 19 7
24 20 7
24 21 7
24 22 7
24 23 7
24 24 3
24 25 3
24 26 3
24 27 3
24 28 3
24 29 3
24 30 3
24 31 3
24 32 3
24 33 3
24 34 3
24 35 3
24 36 3
24 37 3
24 38 3
24 39 3
24 40 3
24 41 3
24 42 3
24 43 3
24 44 3
24 45 3
24 46 3
24 47 3
24 48 3
24 49 3
24 50 3
24 51 3
24 52 3
24 53 3
24 54 3
24 55 3
24 56 3
24 57 3
24 58 8
24 59 8
24 60 8
24 61 8
24 62 8
24 63 8
24 64 8
24 65 8
24 66 8
24 67 8
24 68 8
24 69 8
24 70 8
24 71 8
24 72 8
24 73 8
24 74 8
24 75 8
24 76 8
24 77 8
24 78 8
24 79 8
24 80 8
24 81 8
24 82 8
24 83 8
24 84 8
24 85 8
24 86 8
24 87 8
24 88 8
24 89 8
24 90 8
24 91 8
24 92 8
24 93 8
24 94 8
24 95 8
24 96 8
24 97 8
24 98 8
24 99 8
25 0 7
25 1 7
25 2 7
25 3 7
25 4 7
25 5 7
25 6 7
25 7 7
25 8 7
25 9 7
25 10 7
25 11 7
25 12 7
25 13 7
25 14 7
25 15 7
25 16 7
25 17 7
25 18 7
25 19 7
25 20 7
25 21 7
25 22 7
25 23 7
25 24 7
25 25 3
25 26 7
25 27 7
25 28 3
25 29 3
25 30 3
25 31 3
25 32 3
25 33 3
25 34 3
25 35 3
25 36 3
25 37 3
25 38 3
25 39 3
25 40 3
25 41 3
25 42 3
25 43 3
25 44 3
25 45 3
25 46 3
25 47 3
25 48 3
25 49 3
25 50 3
25 51 3
25 52 3
25 53 3
25 54 3
25 55 3
25 56 3
25 57 3
25 58 3
25 59 8
25 60 8
25 61 8
25 62 8
25 63 8
25 64 8
25 65 8
25 66 8
25 67 8
25 68 8
25 69 8
25 70 8
25 71 8
25 72 8
25 73 8
25 74 8
25 75 8
25 76 8
25 77 8
25 78 8
25 79 8
25 80 8
25 81 8
25 82 8
25 83 8
25 84 8
25 85 8
25 86 8
25 87 8
25 88 8
25 89 8
25 90 8
25 91 8
25 92 8
25 93 8
25 94 8
25 95 8
25 96 8
25 97 8
25 98 8
25 99 8
26 0 7
26 1 7
26 2 7
26 3 7
26 4 7
26 5 7
26 6 7
26 7 7
26 8 7
26 9 7
26 10 7
26 11 7
26 12 7
26 13 7
26 14 7
26 15 7
26 16 7
26 17 7
26 18 7
26 19 7
26 20 7
26 21 7
26 22 7
26 23 7
26 24 7
26 25 7
26 26 7
26 27 7
26 28 3
26 29 3
26 30 3
26 31 3
26 32 3
26 33 3
26 34 3
26 35 3
26 36 3
26 37 3
26 38 3
26 39 3
26 40 3
26 41 3
26 42 3
26 43 3
26 44 3
26 45 3
26 46 3
26 47 3
26 48 3
26 49 3
26 50 3
26 51 3
26 52 3
26 53 3
26 54 3
26 55 3
26 56 3
26 57 3
26 58 3
26 59 8
26 60 8
26 61 8
26 62 8
26 63 8
26 64 8
26 65 8
26 66 8
26 67 8
26 68 8
26 69 8
26 70 8
26 71 8
26 72 8
26 73 8
26 74 8
26 75 8
26 76 8
26 77 8
26 78 8
26 79 8
26 80 8
26 81 8
26 82 8
26 83 8
26 84 8
26 85 8
26 86 8
26 87 8
26 88 8
26 89 8
26 90 8
26 91 8
26 92 8
26 93 8
26 94 8
26 95 8
26 96 8
26 97 8
26 98 8
26 99 8
27 0 7
27 1 7
27 2 7
27 3 7
27 4 7
27 5 7
27 6 7
27 7 7
27 8 7
27 9 7
27 10 7
27 11 7
27 12 7
27 13 7
27 14 7
27 15 7
27 16 7
27 17 7
27 18 7
27 19 7
27 20 7
27 21 7
27 22 7
27 23 7
27 24 7
27 25 7
27 26 7
27 27 7
27 28 3
27 29 3
27 30 3
27 31 3
27 32 3
27 33 3
27 34 3
27 35 3
27 36 3
27 37 3
27 38 3
27 39 3
27 40 3
27 41 3
27 42 3
27 43 3
27 44 3
27 45 3
27 46 3
27 47 3
27 48 3
27 49 3
27 50 3
27 51 3
27 52 3
27 53 3
27 54 3
27 55 3
27 56 3
27 57 3
27 58 3
27 59 8
27 60 8
27 61 8
27 62 8
27 63 8
27 64 8
27 65 8
27 66 8
27 67 8
27 68 8
27 69 8
27 70 8
27 71 8
27 72 8
27 73 8
27 74 8
27 75 8
27 76 8
27 77 8
27 78 8
27 79 8
27 80 8
27 81 8
27 82 8
27 83 8
27 84 8
27 85 8
27 86 8
27 87 8
27 88 8
27 89 8
27 90 8
27 91 8
27 92 8
27 93 8
27 94 8
27 95 8
27 96 8
27 97 8
27 98 8
27 99 8
28 0 7
28 1 7
28 2 7
28 3 7
28 4 7
28 5 7
28 6 7
28 7 7
28 8 7
28 9 7
28 10 7
28 11 7
28 12 7
28 13 7
28 14 7
28 15 7
28 16 7
28 17 7
28 18 7
28 19 7
28 20 7
28 21 7
28 22 7
28 23 7
28 24 7
28 25 7
28 26 7
28 27 7
28 28 7
28 29 3
28 30 3
28 31 3
28 32 3
28 33 3
28 34 3
28 35 3
28 36 3
28 37 3
28 38 3
28 39 3
28 40 3
28 41 3
28 42 3
28 43 3
28 44 3
28 45 3
28 46 3
28 47 3
28 48 3
28 49 3
28 50 3
28 51 3
28 52 3
28 53 3
28 54 3
28 55 3
28 56 3
28 57 3
28 58 3
28 59 3
28 60 3
28 61 8
28 62 8
28 63 8
28 64 8
28 65 8
28 66 8
28 67 8
28 68 8
28 69 8
28 70 8
28 71 8
28 72 8
28 73 8
28 74 8
28 75 8
28 76 8
28 77 8
28 78 8
28 79 8
28 80 8
28 81 8
28 82 8
28 83 8
28 84 8
28 85 8
28 86 8
28 87 8
28 88 8
28 89 8
28 90 8
28 91 8
28 92 8
28 93 8
28 94 8
28 95 8
28 96 8
28 97 8
28 98 8
28 99 8
29 0 7
29 1 7
29 2 7
29 3 7
29 4 7
29 5 7
29 6 7
29 7 7
29 8 7
29 9 7
29 10 7
29 11 7
29 12 7
29 13 7
29 14 7
29 15 7
29 16 7
29 17 7
29 18 7
29 19 7
29 20 7
29 21 7
29 22 7
29 23 7
29 24 7
29 25 7
29 26 7
29 27 7
29 28 7
29 29 3
29 30 4
29 31 3
29 32 3
29 33 3
29 34 3
29 35 3
29 36 3
29 37 3
29 38 3
29 39 3
29 40 3
29 41 3
29 42 3
29 43 3
29 44 3
29 45 3
29 46 3
29 47 3
29 48 3
29 49 3
29 50 3
29 51 3
29 52 3
29 53 3
29 54 3
29 55 3
29 56 3
29 57 3
29 58 3
29 59 3
29 60 3
29 61 3
29 62 3
29 63 8
29 64 8
29 65 8
29 66 8
29 67 8
29 68 8
29 69 8
29 70 8
29 71 8
29 72 8
29 73 8
29 74 8
29 75 8
29 76 8
29 77 8
29 78 8
29 79 8
29 80 8
29 81 8
29 82 8
29 83 8
29 84 8
29 85 8
29 86 8
29 87 8
29 88 8
29 89 8
29 90 8
29 91 8
29 92 8
29 93 8
29 94 8
29 95 8
29 96 8
29 97 8
29 98 8
29 99 8
30 0 7
30 1 7
30 2 7
30 3 7
30 4 7
30 5 7
30 6 7
30 7 7
30 8 7
30 9 7
30 10 7
30 11 7
30 12 7
30 13 7
30 14 7
30 15 7
30 16 7
30 17 7
30 18 7
30 19 7
30 20 7
30 21 7
30 22 7
30 23 7
30 24 7
30 25 7
30 26 7
30 27 7
30 28 7
30 29 7
30 30 7
30 31 4
30 32 3
30 33 3
30 34 3
30 35 3
30 36 3
30 37 3
30 38 3
30 39 3
30 40 3
30 41 3
30 42 3
30 43 3
30 44 3
30 45 3
30 46 3
30 47 3
30 48 3
30 49 3
30 50 3
30 51 3
30 52 3
30 53 3
30 54 3
30 55 3
30 56 3
30 57 3
30 58 3
30 59 3
30 60 3
30 61 3
30 62 3
30 63 3
30 64 8
30 65 8
30 66 8
30 67 8
30 68 8
30 69 8
30 70 8
30 71 8
30 72 8
30 73 8
30 74 8
30 75 8
30 76 8
30 77 8
30 78 8
30 79 8
30 80 8
30 81 8
30 82 8
30 83 8
30 84 8
30 85 8
30 86 8
30 87 8
30 88 8
30 89 8
30 90 8
30 91 8
30 92 8
30 93 8
30 94 8
30 95 8
30 96 8
30 97 8
30 98 8
30 99 8
31 0 7
31 1 7
31 2 7
31 3 7
31 4 7
31 5 7
31 6 7
31 7 7
31 8 7
31 9 7
31 10 7
31 11 7
31 12 7
31 13 7
31 14 7
31 15 7
31 16 7
31 17 7
31 18 7
31 19 7
31 20 7
31 21 7
31 22 7
31 23 7
31 24 7
31 25 7
31 26 7
31 27 7
31 28 7
31 29 7
31 30 7
31 31 4
31 32 4
31 33 3
31 34 3
31 35 3
31 36 3
31 37 3
31 38 3
31 39 3
31 40 3
31 41 3
31 42 3
31 43 3
31 44 3
31 45 3
31 46 3
31 47 3
31 48 3
31 49 3
31 50 3
31 51 3
31 52 3
31 53 3
31 54 3
31 55 3
31 56 3
31 57 3
31 58 3
31 59 3
31 60 3
31 61 3
31 62 3
31 63 3
31 64 8
31 65 8
31 66 8
31 67 8
31 68 8
31 69 8
31 70 8
31 71 8
31 72 8
31 73 8
31 74 8
31 75 8
31 76 8
31 77 8
31 78 8
31 79 8
31 80 8
31 81 8
31 82 8
31 83 8
31 84 8
31 85 8
31 86 8
31 87 8
31 88 8
31 89 8
31 90 8
31 91 8
31 92 8
31 93 8
31 94 8
31 95 8
31 96 8
31 97 8
31 98 8
31 99 8
32 0 7
32 1 7
32 2 7
32 3 7
32 4 7
32 5 7
32 6 7
32 7 7
32 8 7
32 9 7
32 10 7
32 11 7
32 12 7
32 13 7
32 14 7
32 15 7
32 16 7
32 17 7
32 18 7
32 19 7
32 20 7
32 21 7
32 22 7
32 23 7
32 24 7
32 25 7
32 26 7
32 27 7
32 28 7
32 29 7
32 30 7
32 31 4
32 32 4
32 33 3
32 34 3
32 35 3
32 36 3
32 37 3
32 38 3
32 39 3
32 40 3
32 41 3
32 42 3
32 43 3
32 44 3
32 45 3
32 46 3
32 47 3
32 48 3
32 49 3
32 50 3
32 51 3
32 52 3
32 53 3
32 54 3
32 55 3
32 56 3
32 57 3
32 58 3
32 59 3
32 60 3
32 61 3
32 62 3
32 63 3
32 64 3
32 65 8
32 66 8
32 67 8
32 68 8
32 69 8
32 70 8
32 71 8
32 72 8
32 73 8
32 74 8
32 75 8
32 76 8
32 77 8
32 78 8
32 79 8
32 80 8
32 81 8
32 82 8
32 83 8
32 84 8
32 85 8
32 86 8
32 87 8
32 88 8
32 89 8
32 90 8
32 91 8
32 92 8
32 93 8
32 94 8
32 95 8
32 96 8
32 97 8
32 98 8
32 99 8
33 0 7
33 1 7
33 2 7
33 3 7
33 4 7
33 5 7
33 6 7
33 7 7
33 8 7
33 9 7
33 10 7
33 11 7
33 12 7
33 13 7
33 14 7
33 15 7
33 16 7
33 17 7
33 18 7
33 19 7
33 20 7
33 21 7
33 22 7
33 23 7
33 24 7
33 25 7
33 26 7
33 27 7
33 28 7
33 29 7
33 30 7
33 31 7
33 32 4
33 33 4
33 34 4
33 35 3
33 36 3
33 37 3
33 38 3
33 39 3
33 40 3
33 41 3
33 42 3
33 43 3
33 44 3
33 45 3
33 46 3
33 47 3
33 48 3
33 49 3
33 50 3
33 51 3
33 52 3
33 53 3
33 54 3
33 55 3
33 56 3
33 57 3
33 58 3
33 59 3
33 60 3
33 61 3
33 62 3
33 63 3
33 64 3
33 65 8
33 66 8
33 67 8
33 68 8
33 69 8
33 70 8
33 71 8
33 72 8
33 73 8
33 74 8
33 75 8
33 76 8
33 77 8
33 78 8
33 79 8
33 80 8
33 81 8
33 82 8
33 83 8
33 84 8
33 85 8
33 86 8
33 87 8
33 88 8
33 89 8
33 90 8
33 91 8
33 92 8
33 93 8
33 94 8
33 95 8
33 96 8
33 97 8
33 98 8
33 99 8
34 0 7
34 1 7
34 2 7
34 3 7
34 4 7
34 5 7
34 6 7
34 7 7
34 8 7
34 9 7
34 10 7
34 11 7
34 12 7
34 13 7
34 14 7
34 15 7
34 16 7
34 17 7
34 18 7
34 19 7
34 20 7
34 21 7
34 22 7
34 23 7
34 24 7
34 25 7
34 26 7
34 27 7
34 28 7
34 29 7
34 30 7
34 31 7
34 32 4
34 33 4
34 34 4
34 35 3
34 36 3
34 37 3
34 38 3
34 39 3
34 40 3
34 41 3
34 42 3
34 43 3
34 44 3
34 45 3
34 46 3
34 47 3
34 48 3
34 49 3
34 50 3
34 51 3
34 52 3
34 53 3
34 54 3
34 55 3
34 56 3
34 57 3
34 58 3
34 59 3
34 60 3
34 61 3
34 62 3
34 63 3
34 64 3
34 65 8
34 66 8
34 67 8
34 68 8
34 69 8
34 70 8
34 71 8
34 72 8
34 73 8
34 74 8
34 75 8
34 76 8
34 77 8
34 78 8
34 79 8
34 80 8
34 81 8
34 82 8
34 83 8
34 84 8
34 85 8
34 86 8
34 87 8
34 88 8
34 89 8
34 90 8
34 91 8
34 92 8
34 93 8
34 94 8
34 95 8
34 96 8
34 97 8
34 98 8
34 99 8
35 0 7
35 1 7
35 2 7
35 3 7
35 4 7
35 5 7
35 6 7
35 7 7
35 8 7
35 9 7
35 10 7
35 11 7
35 12 7
35 13 7
35 14 7
35 15 7
35 16 7
35 17 7
35 18 7
35 19 7
35 20 7
35 21 7
35 22 7
35 23 7
35 24 7
35 25 7
35 26 7
35 27 7
35 28 7
35 29 7
35 30 7
35 31 7
35 32 4
35 33 4
35 34 4
35 35 4
35 36 3
35 37 3
35 38 4
35 39 4
35 40 3
35 41 3
35 42 3
35 43 3
35 44 3
35 45 3
35 46 3
35 47 3
35 48 3
35 49 3
35 50 3
35 51 3
35 52 3
35 53 3
35 54 3
35 55 3
35 56 3
35 57 3
35 58 3
35 59 3
35 60 3
35 61 3
35 62 3
35 63 3
35 64 3
35 65 3
35 66 3
35 67 8
35 68 8
35 69 8
35 70 8
35 71 8
35 72 8
35 73 8
35 74 8
35 75 8
35 76 8
35 77 8
35 78 8
35 79 8
35 80 8
35 81 8
35 82 8
35 83 8
35 84 8
35 85 8
35 86 8
35 87 8
35 88 8
35 89 8
35 90 8
35 91 8
35 92 8
35 93 8
35 94 8
35 95 8
35 96 8
35 97 8
35 98 8
35 99 8
36 0 7
36 1 7
36 2 7
36 3 7
36 4 7
36 5 7
36 6 7
36 7 7
36 8 7
36 9 7
36 10 7
36 11 7
36 12 7
36 13 7
36 14 7
36 15 7
36 16 7
36 17 7
36 18 7
36 19 7
36 20 7
36 21 7
36 22 7
36 23 7
36 24 7
36 25 7
36 26 7
36 27 7
36 28 7
36 29 7
36 30 7
36 31 7
36 32 7
36 33 4
36 34 4
36 35 4
36 36 4
36 37 4
36 38 4
36 39 4
36 40 4
36 41 3
36 42 3
36 43 3
36 44 3
36 45 3
36 46 3
36 47 3
36 48 3
36 49 3
36 50 3
36 51 3
36 52 3
36 53 3
36 54 3
36 55 3
36 56 3
36 57 3
36 58 3
36 59 3
36 60 3
36 61 3
36 62 3
36 63 3
36 64 3
36 65 3
36 66 3
36 67 8
36 68 8
36 69 8
36 70 8
36 71 8
36 72 8
36 73 8
36 74 8
36 75 8
36 76 8
36 77 8
36 78 8
36 79 8
36 80 8
36 81 8
36 82 8
36 83 8
36 84 8
36 85 8
36 86 8
36 87 8
36 88 8
36 89 8
36 90 8
36 91 8
36 92 8
36 93 8
36 94 8
36 95 8
36 96 8
36 97 8
36 98 8
36 99 8
37 0 7
37 1 7
37 2 7
37 3 7
37 4 7
37 5 7
37 6 7
37 7 7
37 8 7
37 9 7
37 10 7
37 11 7
37 12 7
37 13 7
37 14 7
37 15 7
37 16 7
37 17 7
37 18 7
37 19 7
37 20 7
37 21 7
37 22 7
37 23 7
37 24 7
37 25 7
37 26 7
37 27 7
37 28 7
37 29 7
37 30 7
37 31 7
37 32 7
37 33 7
37 34 4
37 35 4
37 36 4
37 37 4
37 38 4
37 39 4
37 40 4
37 41 3
37 42 3
37 43 3
37 44 3
37 45 3
37 46 3
37 47 3
37 48 3
37 49 3
37 50 3
37 51 3
37 52 3
37 53 3
37 54 3
37 55 3
37 56 3
37 57 3
37 58 3
37 59 3
37 60 3
37 61 3
37 62 3
37 63 3
37 64 3
37 65 3
37 66 3
37 67 8
37 68 8
37 69 8
37 70 8
37 71 8
37 72 8
37 73 8
37 74 8
37 75 8
37 76 8
37 77 8
37 78 8
37 79 8
37 80 8
37 81 8
37 82 8
37 83 8
37 84 8
37 85 8
37 86 8
37 87 8
37 88 8
37 89 8
37 90 8
37 91 8
37 92 8
37 93 8
37 94 8
37 95 8
37 96 8
37 97 8
37 98 8
37 99 8
38 0 7
38 1 7
38 2 7
38 3 7
38 4 7
38 5 7
38 6 7
38 7 7
38 8 7
38 9 7
38 10 7
38 11 7
38 12 7
38 13 7
38 14 7
38 15 7
38 16 7
38 17 7
38 18 7
38 19 7
38 20 7
38 21 7
38 22 7
38 23 7
38 24 7
38 25 7
38 26 7
38 27 7
38 28 7
38 29 7
38 30 7
38 31 7
38 32 7
38 33 7
38 34 4
38 35 4
38 36 4
38 37 4
38 38 4
38 39 4
38 40 4
38 41 4
38 42 4
38 43 4
38 44 3
38 45 3
38 46 3
38 47 3
38 48 3
38 49 3
38 50 3
38 51 3
38 52 3
38 53 3
38 54 3
38 55 3
38 56 3
38 57 3
38 58 3
38 59 3
38 60 3
38 61 3
38 62 3
38 63 3
38 64 10
38 65 10
38 66 10
38 67 10
38 68 8
38 69 10
38 70 8
38 71 8
38 72 8
38 73 8
38 74 8
38 75 8
38 76 8
38 77 8
38 78 8
38 79 8
38 80 8
38 81 8
38 82 8
38 83 8
38 84 8
38 85 8
38 86 8
38 87 8
38 88 8
38 89 8
38 90 8
38 91 8
38 92 8
38 93 8
38 94 8
38 95 8
38 96 8
38 97 8
38 98 8
38 99 8
39 0 7
39 1 7
39 2 7
39 3 7
39 4 7
39 5 7
39 6 7
39 7 7
39 8 7
39 9 7
39 10 7
39 11 7
39 12 7
39 13 7
39 14 7
39 15 7
39 16 7
39 17 7
39 18 7
39 19 7
39 20 7
39 21 7
39 22 7
39 23 7
39 24 7
39 25 7
39 26 7
39 27 7
39 28 7
39 29 7
39 30 7
39 31 7
39 32 7
39 33 7
39 34 7
39 35 4
39 36 4
39 37 4
39 38 4
39 39 4
39 40 4
39 41 4
39 42 4
39 43 4
39 44 4
39 45 4
39 46 3
39 47 3
39 48 3
39 49 3
39 50 3
39 51 3
39 52 4
39 53 3
39 54 3
39 55 3
39 56 3
39 57 3
39 58 3
39 59 3
39 60 3
39 61 3
39 62 3
39 63 3
39 64 10
39 65 10
39 66 10
39 67 10
39 68 10
39 69 10
39 70 10
39 71 10
39 72 8
39 73 8
39 74 10
39 75 10
39 76 8
39 77 8
39 78 8
39 79 8
39 80 8
39 81 8
39 82 8
39 83 8
39 84 8
39 85 8
39 86 8
39 87 8
39 88 8
39 89 8
39 90 8
39 91 8
39 92 8
39 93 8
39 94 8
39 95 8
39 96 8
39 97 8
39 98 8
39 99 8
40 0 6
40 1 7
40 2 7
40 3 7
40 4 7
40 5 7
40 6 7
40 7 7
40 8 7
40 9 7
40 10 7
40 11 7
40 12 7
40 13 7
40 14 7
40 15 7
40 16 7
40 17 7
40 18 7
40 19 7
40 20 7
40 21 7
40 22 7
40 23 7
40 24 7
40 25 7
40 26 7
40 27 7
40 28 7
40 29 7
40 30 7
40 31 7
40 32 7
40 33 7
40 34 7
40 35 4
40 36 4
40 37 4
40 38 4
40 39 4
40 40 4
40 41 4
40 42 4
40 43 4
40 44 4
40 45 3
40 46 3
40 47 3
40 48 4
40 49 4
40 50 4
40 51 4
40 52 4
40 53 3
40 54 3
40 55 3
40 56 3
40 57 3
40 58 10
40 59 10
40 60 10
40 61 3
40 62 3
40 63 10
40 64 10
40 65 10
40 66 10
40 67 10
40 68 10
40 69 10
40 70 10
40 71 10
40 72 10
40 73 10
40 74 10
40 75 10
40 76 8
40 77 10
40 78 8
40 79 8
40 80 8
40 81 8
40 82 8
40 83 8
40 84 8
40 85 8
40 86 8
40 87 8
40 88 8
40 89 8
40 90 8
40 91 8
40 92 8
40 93 8
40 94 8
40 95 8
40 96 8
40 97 8
40 98 8
40 99 8
41 0 6
41 1 6
41 2 7
41 3 7
41 4 7
41 5 7
41 6 7
41 7 7
41 8 7
41 9 7
41 10 7
41 11 7
41 12 7
41 13 7
41 14 7
41 15 7
41 16 7
41 17 7
41 18 7
41 19 7
41 20 7
41 21 7
41 22 7
41 23 7
41 24 7
41 25 7
41 26 7
41 27 7
41 28 7
41 29 7
41 30 7
41 31 7
41 32 7
41 33 7
41 34 7
41 35 7
41 36 4
41 37 4
41 38 4
41 39 4
41 40 4
41 41 4
41 42 4
41 43 4
41 44 4
41 45 4
41 46 4
41 47 4
41 48 4
41 49 4
41 50 4
41 51 4
41 52 4
41 53 4
41 54 3
41 55 3
41 56 3
41 57 10
41 58 10
41 59 10
41 60 10
41 61 10
41 62 10
41 63 10
41 64 10
41 65 10
41 66 10
41 67 10
41 68 10
41 69 10
41 70 10
41 71 10
41 72 10
41 73 10
41 74 10
41 75 10
41 76 10
41 77 10
41 78 10
41 79 10
41 80 10
41 81 10
41 82 8
41 83 8
41 84 8
41 85 8
41 86 8
41 87 8
41 88 8
41 89 8
41 90 8
41 91 8
41 92 8
41 93 8
41 94 8
41 95 8
41 96 8
41 97 8
41 98 8
41 99 8
42 0 6
42 1 6
42 2 6
42 3 7
42 4 7
42 5 7
42 6 7
42 7 7
42 8 7
42 9 7
42 10 7
42 11 7
42 12 7
42 13 7
42 14 7
42 15 7
42 16 7
42 17 7
42 18 7
42 19 7
42 20 7
42 21 7
42 22 7
42 23 7
42 24 7
42 25 7
42 26 7
42 27 7
42 28 7
42 29 7
42 30 7
42 31 7
42 32 7
42 33 7
42 34 7
42 35 7
42 36 7
42 37 4
42 38 4
42 39 4
42 40 4
42 41 4
42 42 4
42 43 4
42 44 4
42 45 4
42 46 4
42 47 4
42 48 4
42 49 4
42 50 4
42 51 4
42 52 4
42 53 4
42 54 4
42 55 3
42 56 10
42 57 10
42 58 10
42 59 10
42 60 10
42 61 10
42 62 10
42 63 10
42 64 10
42 65 10
42 66 10
42 67 10
42 68 10
42 69 10
42 70 10
42 71 10
42 72 10
42 73 10
42 74 10
42 75 10
42 76 10
42 77 10
42 78 10
42 79 10
42 80 10
42 81 10
42 82 10
42 83 8
42 84 8
42 85 8
42 86 8
42 87 8
42 88 8
42 89 8
42 90 8
42 91 8
42 92 8
42 93 8
42 94 8
42 95 8
42 96 8
42 97 8
42 98 8
42 99 8
43 0 6
43 1 6
43 2 6
43 3 7
43 4 7
43 5 7
43 6 7
43 7 7
43 8 7
43 9 7
43 10 7
43 11 7
43 12 7
43 13 7
43 14 7
43 15 7
43 16 7
43 17 7
43 18 7
43 19 7
43 20 7
43 21 7
43 22 7
43 23 7
43 24 7
43 25 7
43 26 7
43 27 7
43 28 7
43 29 7
43 30 7
43 31 7
43 32 7
43 33 7
43 34 7
43 35 7
43 36 7
43 37 4
43 38 4
43 39 4
43 40 4
43 41 4
43 42 4
43 43 4
43 44 4
43 45 4
43 46 4
43 47 4
43 48 4
43 49 4
43 50 4
43 51 4
43 52 4
43 53 4
43 54 10
43 55 10
43 56 10
43 57 10
43 58 10
43 59 10
43 60 10
43 61 10
43 62 10
43 63 10
43 64 10
43 65 10
43 66 10
43 67 10
43 68 10
43 69 10
43 70 10
43 71 10
43 72 10
43 73 10
43 74 10
43 75 10
43 76 10
43 77 10
43 78 10
43 79 10
43 80 10
43 81 10
43 82 10
43 83 8
43 84 8
43 85 8
43 86 8
43 87 8
43 88 8
43 89 8
43 90 8
43 91 8
43 92 8
43 93 8
43 94 8
43 95 8
43 96 8
43 97 8
43 98 8
43 99 8
44 0 6
44 1 6
44 2 6
44 3 6
44 4 7
44 5 7
44 6 7
44 7 7
44 8 7
44 9 7
44 10 7
44 11 7
44 12 7
44 13 7
44 14 7
44 15 7
44 16 7
44 17 7
44 18 7
44 19 7
44 20 7
44 21 7
44 22 7
44 23 7
44 24 7
44 25 7
44 26 7
44 27 7
44 28 7
44 29 7
44 30 7
44 31 7
44 32 7
44 33 7
44 34 7
44 35 7
44 36 7
44 37 4
44 38 4
44 39 4
44 40 4
44 41 4
44 42 4
44 43 4
44 44 4
44 45 4
44 46 4
44 47 4
44 48 4
44 49 4
44 50 4
44 51 4
44 52 4
44 53 4
44 54 10
44 55 10
44 56 10
44 57 10
44 58 10
44 59 10
44 60 10
44 61 10
44 62 10
44 63 10
44 64 10
44 65 10
44 66 10
44 67 10
44 68 10
44 69 10
44 70 10
44 71 10
44 72 10
44 73 10
44 74 10
44 75 10
44 76 10
44 77 10
44 78 10
44 79 10
44 80 10
44 81 10
44 82 10
44 83 8
44 84 8
44 85 8
44 86 8
44 87 8
44 88 8
44 89 8
44 90 8
44 91 8
44 92 8
44 93 8
44 94 8
44 95 8
44 96 8
44 97 8
44 98 8
44 99 8
45 0 6
45 1 6
45 2 6
45 3 6
45 4 6
45 5 7
45 6 7
45 7 7
45 8 7
45 9 7
45 10 7
45 11 7
45 12 7
45 13 7
45 14 7
45 15 7
45 16 7
45 17 7
45 18 7
45 19 7
45 20 7
45 21 7
45 22 7
45 23 7
45 24 7
45 25 7
45 26 7
45 27 7
45 28 7
45 29 7
45 30 7
45 31 7
45 32 7
45 33 7
45 34 7
45 35 7
45 36 4
45 37 4
45 38 4
45 39 4
45 40 4
45 41 4
45 42 4
45 43 4
45 44 4
45 45 4
45 46 4
45 47 4
45 48 4
45 49 4
45 50 4
45 51 4
45 52 4
45 53 10
45 54 10
45 55 10
45 56 10
45 57 10
45 58 10
45 59 10
45 60 10
45 61 10
45 62 10
45 63 10
45 64 10
45 65 10
45 66 10
45 67 10
45 68 10
45 69 10
45 70 10
45 71 10
45 72 10
45 73 10
45 74 10
45 75 10
45 76 10
45 77 10
45 78 10
45 79 10
45 80 10
45 81 10
45 82 10
45 83 10
45 84 10
45 85 10
45 86 8
45 87 8
45 88 8
45 89 8
45 90 8
45 91 8
45 92 8
45 93 8
45 94 8
45 95 8
45 96 8
45 97 8
45 98 8
45 99 8
46 0 6
46 1 6
46 2 6
46 3 6
46 4 6
46 5 6
46 6 6
46 7 7
46 8 7
46 9 7
46 10 7
46 11 7
46 12 7
46 13 7
46 14 7
46 15 7
46 16 7
46 17 7
46 18 7
46 19 7
46 20 7
46 21 7
46 22 7
46 23 7
46 24 7
46 25 7
46 26 7
46 27 7
46 28 7
46 29 7
46 30 7
46 31 7
46 32 7
46 33 7
46 34 7
46 35 7
46 36 7
46 37 4
46 38 4
46 39 4
46 40 4
46 41 4
46 42 4
46 43 4
46 44 4
46 45 4
46 46 4
46 47 4
46 48 4
46 49 4
46 50 4
46 51 4
46 52 10
46 53 10
46 54 10
46 55 10
46 56 10
46 57 10
46 58 10
46 59 10
46 60 10
46 61 10
46 62 10
46 63 10
